customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,frequency_of_purchases_raw,age_group,purchase_frequency_days,customer_value_tier,engagement_tier,value_engagement_segment
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,25,PayPal,Weekly,Weekly,46-60 (Middle-Aged),7,High Value,Medium Engagement,High Value - Medium Engagement
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,6,PayPal,Weekly,Weekly,61-70 (Senior),7,High Value,Low Engagement,High Value - Low Engagement
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,44,Venmo,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,30,Venmo,Monthly,Monthly,31-45 (Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,42,Debit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,High Engagement,Medium Value - High Engagement
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,30,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,33,Credit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,24,PayPal,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,13,Venmo,Monthly,Monthly,61-70 (Senior),30,Low Value,Low Engagement,Low Value - Low Engagement
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,19,Debit Card,Monthly,Monthly,31-45 (Adult),30,High Value,Medium Engagement,High Value - Medium Engagement
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,23,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,35,Cash,Monthly,Monthly,61-70 (Senior),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,22,Venmo,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,14,Credit Card,Quarterly,Quarterly,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,47,Debit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Low Value,High Engagement,Low Value - High Engagement
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,50,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,33,PayPal,Weekly,Weekly,18-30 (Young Adult),7,Low Value,Medium Engagement,Low Value - Medium Engagement
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,7,Debit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Low Engagement,Medium Value - Low Engagement
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,3,Cash,Monthly,Monthly,18-30 (Young Adult),30,High Value,Low Engagement,High Value - Low Engagement
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.7,Yes,2-Day Shipping,Yes,35,Credit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,13,PayPal,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,High Value,Low Engagement,High Value - Low Engagement
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,42,PayPal,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,5,PayPal,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Low Engagement,Medium Value - Low Engagement
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,23,Venmo,Annually,Annually,61-70 (Senior),365,Low Value,Medium Engagement,Low Value - Medium Engagement
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,11,PayPal,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,Low Engagement,Medium Value - Low Engagement
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,23,Bank Transfer,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,2,Credit Card,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,Low Engagement,High Value - Low Engagement
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,33,PayPal,Weekly,Weekly,31-45 (Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,6,Bank Transfer,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,Low Engagement,Medium Value - Low Engagement
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,45,Debit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,High Engagement,Medium Value - High Engagement
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,25,Cash,Quarterly,Quarterly,46-60 (Middle-Aged),90,Low Value,Medium Engagement,Low Value - Medium Engagement
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,24,Venmo,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,10,Venmo,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,7,Bank Transfer,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,1,Debit Card,Weekly,Weekly,31-45 (Adult),7,Medium Value,Low Engagement,Medium Value - Low Engagement
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,45,Venmo,Quarterly,Every 3 Months,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,37,Debit Card,Weekly,Weekly,18-30 (Young Adult),7,High Value,High Engagement,High Value - High Engagement
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,14,PayPal,Quarterly,Quarterly,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,25,Debit Card,Monthly,Monthly,31-45 (Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,18,Venmo,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,37,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Low Value,High Engagement,Low Value - High Engagement
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,30,Bank Transfer,Monthly,Monthly,18-30 (Young Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,34,Bank Transfer,Weekly,Weekly,61-70 (Senior),7,High Value,Medium Engagement,High Value - Medium Engagement
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,49,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,High Engagement,High Value - High Engagement
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,48,Bank Transfer,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,33,PayPal,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.8,Yes,Express,Yes,44,Cash,Annually,Annually,46-60 (Middle-Aged),365,High Value,High Engagement,High Value - High Engagement
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,50,Venmo,Weekly,Weekly,46-60 (Middle-Aged),7,High Value,High Engagement,High Value - High Engagement
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,High Engagement,Medium Value - High Engagement
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,24,PayPal,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,Medium Engagement,Low Value - Medium Engagement
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,43,Debit Card,Monthly,Monthly,31-45 (Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,14,Venmo,Monthly,Monthly,31-45 (Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,3,Debit Card,Quarterly,Quarterly,31-45 (Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,33,Debit Card,Quarterly,Quarterly,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,38,Cash,Bi-Weekly,Fortnightly,61-70 (Senior),14,Low Value,High Engagement,Low Value - High Engagement
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,46,Venmo,Weekly,Weekly,18-30 (Young Adult),7,High Value,High Engagement,High Value - High Engagement
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,19,Bank Transfer,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,20,PayPal,Annually,Annually,61-70 (Senior),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,42,Bank Transfer,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,34,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,5,Cash,Monthly,Monthly,31-45 (Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,3,PayPal,Quarterly,Quarterly,31-45 (Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,46,PayPal,Quarterly,Every 3 Months,61-70 (Senior),90,High Value,High Engagement,High Value - High Engagement
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,16,Venmo,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,21,Debit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,34,Credit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,9,PayPal,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Low Engagement,High Value - Low Engagement
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,36,PayPal,Weekly,Weekly,61-70 (Senior),7,Medium Value,High Engagement,Medium Value - High Engagement
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,22,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,2,Bank Transfer,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,Low Engagement,Medium Value - Low Engagement
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,29,Cash,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,27,Venmo,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,33,Credit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,16,Venmo,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,11,Bank Transfer,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,Low Engagement,Medium Value - Low Engagement
919,65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,11,Cash,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Low Engagement,Medium Value - Low Engagement
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,37,Cash,Weekly,Weekly,31-45 (Adult),7,High Value,High Engagement,High Value - High Engagement
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,18,PayPal,Weekly,Weekly,61-70 (Senior),7,Low Value,Medium Engagement,Low Value - Medium Engagement
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,13,Credit Card,Monthly,Monthly,61-70 (Senior),30,Medium Value,Low Engagement,Medium Value - Low Engagement
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,7,PayPal,Weekly,Weekly,46-60 (Middle-Aged),7,Low Value,Low Engagement,Low Value - Low Engagement
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,37,Cash,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,8,Cash,Monthly,Monthly,18-30 (Young Adult),30,High Value,Low Engagement,High Value - Low Engagement
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,11,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,8,Venmo,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Low Engagement,High Value - Low Engagement
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,31,Cash,Quarterly,Every 3 Months,61-70 (Senior),90,Low Value,Medium Engagement,Low Value - Medium Engagement
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,26,Debit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,20,Credit Card,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,24,Bank Transfer,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,45,Debit Card,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Low Value,High Engagement,Low Value - High Engagement
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,33,Debit Card,Monthly,Monthly,61-70 (Senior),30,High Value,Medium Engagement,High Value - Medium Engagement
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,21,Bank Transfer,Monthly,Monthly,31-45 (Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,2,Bank Transfer,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,28,Cash,Weekly,Weekly,31-45 (Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,18,Venmo,Quarterly,Quarterly,31-45 (Adult),90,Low Value,Medium Engagement,Low Value - Medium Engagement
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,21,Debit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,24,Credit Card,Monthly,Monthly,18-30 (Young Adult),30,High Value,Medium Engagement,High Value - Medium Engagement
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15,PayPal,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Low Engagement,Medium Value - Low Engagement
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,38,PayPal,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,High Engagement,Low Value - High Engagement
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,38,PayPal,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,High Engagement,High Value - High Engagement
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,13,Venmo,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,39,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,High Engagement,High Value - High Engagement
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,8,Venmo,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,4,PayPal,Quarterly,Quarterly,46-60 (Middle-Aged),90,Low Value,Low Engagement,Low Value - Low Engagement
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,6,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Low Value,Low Engagement,Low Value - Low Engagement
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,11,Venmo,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Low Engagement,High Value - Low Engagement
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,49,Venmo,Monthly,Monthly,31-45 (Adult),30,Low Value,High Engagement,Low Value - High Engagement
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,30,PayPal,Quarterly,Quarterly,46-60 (Middle-Aged),90,Low Value,Medium Engagement,Low Value - Medium Engagement
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,34,Bank Transfer,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,28,PayPal,Monthly,Monthly,31-45 (Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,18,Credit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,4,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Low Engagement,Medium Value - Low Engagement
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,42,Debit Card,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,High Engagement,High Value - High Engagement
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,11,Cash,Quarterly,Quarterly,31-45 (Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,31,Credit Card,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,12,Cash,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Low Engagement,High Value - Low Engagement
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,20,Venmo,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,37,Debit Card,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,26,Debit Card,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,Medium Value,Low Engagement,Medium Value - Low Engagement
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,12,Venmo,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,10,Credit Card,Annually,Annually,31-45 (Adult),365,Medium Value,Low Engagement,Medium Value - Low Engagement
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,19,Cash,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
